937	3466
3466	5233
3466	8579
3466	10310
3466	15931
3466	17038
3466	18720
3466	19607
1854	10310
4583	10310
5233	10310
9572	10310
10310	10841
10310	13056
10310	14982
10310	16310
10310	19640
10310	23855
10310	24372
10310	24814
899	5052
1796	5052
2287	5052
3096	5052
3386	5052
4472	5052
5052	5346
5052	5740
5052	6094
5052	6376
5052	9124
5052	10235
5052	10427
5052	10597
5052	15159
5052	16148
5052	16741
5052	18235
5052	18549
5052	19297
5052	20511
5052	20595
5052	20613
5052	24371
5052	24559
5052	24731
5052	25102
5052	25271
5052	25396
1658	5346
4822	5346
5346	6864
5346	7689
5346	7926
5346	9124
5346	10268
5346	12971
5346	15159
5346	18600
5346	20421
5346	20886
5346	21048
5346	22393
5346	23186
5346	23214
5346	23298
5346	23945
5346	24939
15159	20421
15159	22393
339	19640
624	19640
3731	19640
4743	19640
5407	19640
6610	19640
6700	19640
8045	19640
9099	19640
9639	19640
9785	19640
12141	19640
15184	19640
15784	19640
18719	19640
19640	19870
19640	20532
19640	22527
19640	23576
19640	23577
19640	23649
19640	24199
19640	24293
19640	25201
6774	10243
8049	10243
8053	10243
8517	10243
10235	10243
10243	11964
10243	15538
10243	16694
10243	18648
10243	19423
10243	21012
10243	22457
10243	22691
10243	23452
8517	18648
15784	18648
16174	18648
16470	17822
392	14265
2485	14265
2949	14265
3173	14265
3441	14265
3593	14265
3853	14265
3927	14265
3937	14265
3939	14265
4743	14265
5107	14265
5218	14265
5230	14265
6030	14265
7350	14265
7504	14265
7601	14265
8718	14265
9522	14265
11621	14265
12498	14265
12691	14265
14265	15251
14265	16020
14265	16261
14265	17156
14265	17626
14265	18622
14265	19059
14265	19525
14265	19738
14265	20122
14265	20432
14265	21866
14265	22074
14265	23721
8916	19738
9572	19738
13556	19738
14485	19738
615	8612
743	8612
2076	8612
4515	8612
5773	8612
8612	9482
8612	10822
8612	11175
8612	11604
8612	14004
8612	15003
8612	15552
8612	15814
8612	16083
8612	17932
8612	20001
8612	20100
8612	23481
10822	14004
1356	16258
1727	16258
2752	16258
4125	16258
6667	16258
6825	16258
8579	16258
10039	16258
10351	16258
11082	16258
14123	16258
16258	16676
16258	21194
2752	14123
4125	14123
6667	14123
10039	14123
10351	14123
10912	14123
14123	14534
14123	17268
14123	19783
14123	20595
14123	21705
14123	22836
62	2710
106	2710
260	2710
2710	2959
2710	3677
2710	4708
2710	5172
2710	5541
2710	5794
2710	5807
2710	6575
2710	8458
2710	10601
2710	11401
2710	13026
2710	13205
2710	13659
2710	13989
2710	14007
2710	14009
2710	14599
2710	15301
2710	16148
2710	18757
2710	20934
2710	21543
2710	22184
2710	23647
2710	23708
2710	25916
2710	26023
2710	26051
2710	26100
214	18757
5172	18757
5435	18757
6512	18757
10590	18757
16148	18757
18757	23559
62	16148
899	16148
1765	16148
3032	16148
5302	16148
7383	16148
7442	16148
7768	16148
13276	16148
16148	17266
16148	22184
16148	22415
16148	23708
16148	24371
16148	24559
7050	10794
10794	25850
7050	10113
7050	10657
7050	12130
7050	17172
7050	25850
676	4846
824	4846
2133	4846
2654	4846
4748	4846
4846	5672
4846	6610
4846	6700
4846	7350
4846	10549
4846	11082
4846	12928
4846	13220
4846	14419
4846	17330
4846	17439
4846	18487
4846	20850
4846	22779
4846	23382
4846	24029
4846	24293
676	824
824	2133
824	6610
824	6700
824	11082
824	11785
824	12928
824	14419
824	17330
824	18487
824	22779
824	23382
2133	6610
2133	6700
2133	11082
2133	12928
2133	14419
2133	17330
2133	18487
2133	22779
2133	23382
2133	24029
45	6610
46	6610
570	6610
773	6610
1653	6610
2212	6610
2741	6610
2952	6610
3372	6610
4046	6610
4164	6610
4511	6610
4513	6610
5262	6610
6179	6610
6610	6700
6610	6830
6610	7956
6610	8045
6610	8879
6610	9639
6610	9785
6610	11082
6610	11241
6610	11472
6610	12365
6610	12496
6610	12678
6610	12781
6610	12851
6610	12928
6610	14419
6610	14540
6610	14807
6610	15003
6610	15659
6610	15784
6610	16159
6610	17330
6610	17655
6610	17692
6610	18487
6610	18894
6610	19423
6610	19870
6610	19961
6610	20108
6610	20532
6610	20562
6610	20635
6610	21012
6610	21281
6610	21508
6610	21847
6610	22527
6610	22691
6610	22779
6610	22798
6610	22887
6610	23293
6610	23382
6610	24955
6610	25346
6610	25758
339	6700
624	6700
934	6700
2654	6700
4743	6700
5579	6700
6700	9755
6700	10550
6700	11082
6700	12928
6700	14419
6700	14485
6700	16032
6700	17330
6700	17331
6700	17603
6700	18487
6700	20644
6700	22497
6700	22779
6700	23293
6700	23382
6700	23387
6700	23907
6700	24924
6700	25080
11082	12928
11082	14419
11082	17330
11082	18487
11082	22779
11082	23382
12422	14419
12928	14419
14419	17330
14419	18487
14419	19423
14419	21281
14419	22779
14419	23382
1339	17330
3164	17330
12928	17330
15580	17330
16393	17330
17330	18487
17330	20478
17330	20956
17330	22779
17330	23382
2654	18487
3164	18487
3890	18487
5621	18487
8824	18487
11613	18487
12306	18487
12860	18487
12928	18487
14547	18487
17439	18487
18182	18487
18487	20478
18487	21707
18487	22779
18487	23382
18487	23387
18487	24696
18487	25271
12928	22779
22779	23382
2654	23382
2661	23382
4743	23382
7899	23382
8067	23382
8208	23382
9755	23382
11132	23382
11402	23382
12928	23382
12980	23382
13364	23382
14969	23382
16389	23382
18109	23382
18365	23382
20478	23382
23038	23382
23382	24845
23382	25379
4550	13740
4702	13740
7264	13740
13096	13740
13740	14128
13740	19489
13740	19527
13740	19784
13740	22476
13740	25006
13740	25486
26	13096
1407	13096
1488	13096
4550	13096
7264	13096
8219	13096
10762	13096
11801	13096
12665	13096
12688	13096
13096	13142
13096	14128
13096	14599
13096	15108
13096	15321
13096	20647
13096	20827
13096	20879
13096	22476
13096	23614
13096	25006
3909	22393
7689	22393
17979	22393
3872	5109
3872	7533
3872	11175
3872	12409
3872	15552
3872	16174
3872	20101
3872	23096
78	8862
4877	8862
7459	8862
8254	8862
8862	12155
8862	22598
8862	24932
888	22598
1520	22598
6468	22598
6627	22598
7007	22598
7350	22598
7712	22598
9572	22598
10711	22598
13614	22598
14102	22598
18365	22598
18517	22598
18676	22598
22598	23351
22598	23689
22598	24114
78	8254
2465	8254
2592	8254
3977	8254
5055	8254
5993	8254
8254	9265
8254	12155
8254	12334
8254	19890
8254	20341
8254	21560
17309	24833
543	24833
1958	24833
2193	24833
3917	24833
6858	24833
8148	24833
9092	24833
12478	24833
15366	24833
18125	24833
18398	24833
19675	24833
21806	24833
23614	24833
23693	24833
24833	26196
10115	10134
10115	23916
593	7893
4515	7893
5510	7893
7893	9360
7893	12334
7893	12627
7893	16778
7893	18037
7893	18051
593	18051
4515	18051
5510	18051
9360	18051
12334	18051
12627	18051
13385	18051
16778	18051
18051	19578
615	4515
4515	11604
4515	16083
4515	16778
4515	17932
593	16778
12386	16778
12627	16778
13333	16778
16778	23896
8978	9017
8978	15170
8978	15455
8978	16589
2255	9017
3056	9017
6158	9017
7307	9017
7324	9017
8365	9017
9017	9023
9017	11444
9017	12324
9017	12472
9017	13831
9017	14746
9017	15170
9017	15455
9017	16128
9017	16589
9017	17075
9017	18875
9017	19900
9017	20000
9017	20806
9017	21944
9017	21968
9017	23302
9017	23665
9017	23758
9017	24722
15170	15455
15170	16589
3056	15455
7307	15455
8365	15455
12045	15455
12287	15455
12472	15455
13831	15455
14181	15455
15455	16589
15455	17075
15455	20257
15455	20827
15455	21968
15455	23665
16589	21613
197	7510
7510	8851
197	8851
1343	8851
2991	8851
8299	8851
8851	12334
8851	14485
8851	15416
8851	15552
8851	18088
8851	25286
624	1254
624	2654
624	3420
624	3731
624	4743
624	5407
624	9099
624	10130
624	10762
624	15184
624	16032
624	23577
624	23649
624	24293
624	25201
339	2654
2250	2654
2654	3243
2654	3420
2654	3890
2654	4743
2654	4748
2654	5621
2654	7717
2654	7985
2654	9755
2654	10130
2654	11015
2654	12085
2654	12306
2654	12365
2654	13714
2654	14767
2654	16032
2654	16056
2654	16310
2654	16994
2654	17414
2654	17439
2654	18971
2654	19216
2654	20511
2654	20534
2654	20850
2654	21776
2654	21860
2654	25205
2654	25396
178	10130
1248	10130
1403	10130
2368	10130
2420	10130
5621	10130
7007	10130
10130	16032
10130	16210
10130	18681
10130	20641
10130	22074
10130	24762
934	16032
2307	16032
2420	16032
5621	16032
6934	16032
13220	16032
16032	17439
16032	20644
16032	22423
16032	22457
16032	23293
16032	25080
3927	3937
3937	4743
3937	9522
45	21012
46	21012
231	21012
345	21012
570	21012
773	21012
1186	21012
1234	21012
1653	21012
1841	21012
1997	21012
2212	21012
2404	21012
2450	21012
2741	21012
2952	21012
2980	21012
3372	21012
3409	21012
4164	21012
4511	21012
4513	21012
5134	21012
5578	21012
6179	21012
6774	21012
6830	21012
7956	21012
8049	21012
8503	21012
8879	21012
9341	21012
9482	21012
9785	21012
9889	21012
11241	21012
11472	21012
12365	21012
12496	21012
12503	21012
12781	21012
12851	21012
13060	21012
13597	21012
14540	21012
14807	21012
15003	21012
15538	21012
15659	21012
16611	21012
17655	21012
17692	21012
18208	21012
18543	21012
18719	21012
18866	21012
18894	21012
19423	21012
19961	21012
20108	21012
20562	21012
20635	21012
21012	21281
21012	21508
21012	21847
21012	22421
21012	22457
21012	22691
21012	22887
21012	22937
21012	23293
21012	23363
21012	23452
21012	23628
21012	24955
21012	25053
21012	25251
21012	25346
21012	25758
45	22691
231	22691
345	22691
570	22691
773	22691
1234	22691
1653	22691
1997	22691
2212	22691
2741	22691
2952	22691
2980	22691
2982	22691
3372	22691
4036	22691
4115	22691
4164	22691
4513	22691
5134	22691
6179	22691
6774	22691
6830	22691
7956	22691
8049	22691
8879	22691
9341	22691
9785	22691
11241	22691
11472	22691
12365	22691
12496	22691
12503	22691
12781	22691
12851	22691
12938	22691
13032	22691
13060	22691
13364	22691
14540	22691
14807	22691
15003	22691
15538	22691
15659	22691
17655	22691
17692	22691
18719	22691
18866	22691
18894	22691
19215	22691
19423	22691
19961	22691
20108	22691
20562	22691
20635	22691
21281	22691
21432	22691
21508	22691
21847	22691
22457	22691
